id,title,category,energy,fat,fatsat,fattrans,carbs,fiber,sugar,protein,cholesterol,sodium,calcium,iron,vitc,sugaradded,potassium,famu,fapu,magnesium,zinc,phosphorus,vita,thiamin,riboflavin,niacin,vitb6a,folate,folatefood,folac,vitb12,vitd,vite,vitk1,water,sugaralc,measures,density,healthLabels,cautionLabels
8nrep0ba,canned beets,genericFoods,30.0,0.09,0.011,,7.14,1.2,6.53,0.73,0.0,143.0,18.0,0.73,2.8,,159.0,0.013,0.025,18.0,0.34,15.0,1.0,0.01,0.038,0.151,0.055,29.0,29.0,0.0,0.0,0.0,0.03,0.2,91.3,,"{""serving"":123.0,""can"":461.25,""cup"":246.0}",1.04,402653183,2
8nwmjlib,atlantic ocean perch,genericFoods,79.0,1.54,0.273,0.009,0.0,0.0,0.0,15.31,52.0,287.0,28.0,0.22,0.0,,187.0,0.475,0.304,23.0,0.29,248.0,12.0,0.04,0.048,1.005,0.073,9.0,9.0,0.0,1.5,1.2,0.76,0.1,83.07,,"{""oneMedium"":906.0}",null,1056963577,0
8nxjvccb,Lobster Chowder,genericMeals,87.319,5.251,3.03,0.072,5.435,0.55,2.112,4.766,39.33,234.423,43.502,0.313,3.122,0.014,155.32,1.549,0.333,14.782,0.91,68.115,61.657,0.035,0.056,0.733,0.089,8.982,8.226,0.693,0.357,0.227,0.353,3.731,83.419,,"{""oneMedium"":308.97,""serving"":308.97,""ml"":1.0}",1.0,102696577,1074
8o3nj6na,traditional basil pesto,genericFoods,332.584,31.461,4.213,,7.865,1.685,,5.0,7.865,1000.0,166.854,2.528,,,,,,,,,,,,,,,,,,,,,,,"{""oneMedium"":114.0,""serving"":5.0,""jar"":340.2,""package"":114.0,""tsp"":5.67,""tbsp"":17.0,""cup"":272.0,""bottle"":862.26}",1.15,719322861,64
8oa2h0zb,Hot Cocoa,genericMeals,124.265,6.1,3.603,0.005,15.885,1.617,13.085,3.654,13.935,67.338,126.554,0.693,2.188,7.932,217.925,1.473,0.427,26.163,0.62,103.954,107.79,0.046,0.183,0.352,0.092,7.762,7.762,0.0,0.445,1.125,1.035,2.35,73.243,,"{""oneMedium"":282.27,""serving"":282.27,""ml"":1.0}",1.0,111148780,74
8oe2rjwa,soppressata,genericFoods,407.0,33.72,11.89,,1.6,0.0,,22.58,79.0,2260.0,13.0,1.3,0.0,,378.0,16.0,3.74,22.0,4.2,229.0,0.0,0.93,0.33,5.6,0.55,2.0,2.0,0.0,2.8,,,,36.18,,"{""serving"":30.0,""slice"":10.0,""package"":113.0}",null,511692785,2
8oi8r5db,canned sauerkraut,genericFoods,19.0,0.14,0.034,,4.28,2.9,1.78,0.91,0.0,661.0,30.0,1.47,14.7,,170.0,0.013,0.067,13.0,0.19,20.0,1.0,0.021,0.022,0.143,0.13,24.0,24.0,0.0,0.0,0.0,0.14,13.0,92.52,,"{""serving"":71.0,""can"":266.25,""cup"":142.0}",0.6,402587647,0
8okrwdia,Easy Dough,genericMeals,239.779,3.912,1.413,0.114,44.115,1.827,2.596,6.253,6.759,215.392,18.437,2.49,0.118,2.148,85.519,1.511,0.58,14.301,0.512,72.799,16.099,0.491,0.287,3.341,0.042,166.559,38.735,75.13,0.03,0.068,0.357,1.381,44.764,,"{""oneMedium"":168.11,""serving"":168.11}",null,111148556,14
8op7a1sb,Cracker meal,genericFoods,383.0,1.7,0.271,,80.9,2.6,0.33,9.3,0.0,16.0,23.0,4.64,0.0,,115.0,0.152,0.722,24.0,0.69,104.0,0.0,0.696,0.468,5.707,0.039,216.0,22.0,114.0,0.0,0.0,0.43,0.3,7.6,,"{""cup"":115.0}",0.486,111148958,0
8ovqy5ua,Bar,packagedFoods,450.0,25.0,8.75,0.0,50.0,12.5,22.5,7.5,0.0,137.5,25.0,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":40.0}",null,44039644,35
8p49ozea,"Fat, turkey",genericFoods,900.0,99.8,29.4,,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,,0.0,42.9,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.9,0.0,0.2,,"{""cup"":205.0,""tbsp"":12.8,""tsp"":4.3}",0.868,1054867441,0
8p4s648a,Watermelon Slushies,genericMeals,35.906,0.138,0.026,0.0,8.941,0.549,7.28,0.554,0.0,8.396,9.332,0.273,8.238,2.429,109.98,0.028,0.041,9.936,0.093,10.725,21.001,0.028,0.022,0.154,0.042,3.585,3.585,0.0,0.0,0.0,0.049,0.104,89.874,,"{""oneMedium"":364.71,""serving"":364.71,""ml"":1.0}",1.0,130023423,2
8p5oo6lb,Courgette Soup,genericMeals,57.992,3.016,1.193,0.033,5.287,0.822,1.802,2.917,8.261,140.264,41.311,0.402,10.148,,190.646,1.185,0.344,14.354,0.378,52.999,19.344,0.053,0.079,0.815,0.123,15.253,15.253,0.0,0.06,0.051,0.211,5.058,87.899,,"{""oneMedium"":420.95,""serving"":420.95,""ml"":1.0}",1.0,106954465,8
8p8zwsda,Melon Smoothie,genericMeals,44.526,0.69,0.458,0.0,9.509,0.743,8.164,1.123,0.806,18.392,32.017,0.258,18.896,2.012,184.999,0.13,0.083,10.819,0.211,28.053,50.715,0.036,0.046,0.374,0.058,13.917,13.917,0.0,0.06,0.001,0.092,3.983,88.129,,"{""cup"":238.78,""ml"":1.0}",1.005,130023149,74
8pbtxmxa,Praline Brookies,genericMeals,448.034,24.401,7.157,0.324,55.316,0.406,31.105,4.216,43.935,203.166,25.194,1.822,0.08,12.248,96.26,11.77,3.532,19.472,0.478,50.614,64.852,0.078,0.089,0.486,0.041,19.933,7.097,7.536,0.093,0.206,1.724,0.376,14.76,,"{""oneMedium"":72.81,""serving"":72.81}",null,44039692,0
8pfbeaoa,Malt,fastFoods,428.571,14.286,7.143,0.0,71.429,7.143,50.0,0.0,35.714,428.571,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":14.0}",null,0,0
8pqm7hza,Sofrito,genericMeals,66.594,3.626,0.739,0.016,7.644,1.77,2.966,1.733,2.472,111.215,31.145,0.689,40.722,,220.467,2.167,0.492,13.486,0.303,36.917,53.989,0.082,0.053,0.791,0.222,20.857,20.857,0.0,0.02,0.016,1.044,35.66,86.09,,"{""tbsp"":20.72,""ml"":1.0}",1.201,115343359,0
8q0b865b,Cranberry Relish,genericMeals,122.752,1.08,0.174,0.001,28.998,2.618,24.217,0.838,0.42,9.045,15.529,0.27,15.452,17.234,104.499,0.373,0.421,8.448,0.124,16.443,6.24,0.034,0.029,0.183,0.05,8.022,7.856,0.17,0.001,0.003,0.508,2.511,68.618,,"{""tbsp"":14.8,""ml"":1.0}",1.0,46137340,67
8qfdhmdb,Coconut Sorbet,genericMeals,203.928,14.95,13.149,0.0,18.384,1.0,15.842,1.729,1.682,27.123,23.607,1.88,1.733,11.392,171.005,0.739,0.176,28.88,0.455,69.611,4.412,0.024,0.025,0.383,0.027,10.351,10.351,0.0,0.025,0.039,0.039,0.07,62.526,,"{""cup"":240.0,""ml"":1.0}",1.007,113245932,74
8qti4zka,Buffalo Sauce,genericMeals,194.576,18.966,10.971,0.659,6.176,0.553,3.917,0.913,43.036,1025.004,15.255,0.472,33.862,1.541,130.746,4.993,1.691,7.544,0.154,21.328,152.26,0.029,0.061,0.321,0.116,10.949,10.897,0.03,0.034,0.3,1.02,7.448,70.322,,"{""tbsp"":14.8,""ml"":1.0}",1.0,102746753,570
8ratu4ub,Tabbouleh Salad,genericMeals,97.403,5.264,0.746,0.002,11.897,2.392,1.639,2.157,0.087,166.437,31.721,1.279,19.022,0.077,212.775,3.624,0.654,28.174,0.442,57.731,53.792,0.069,0.043,0.858,0.09,27.463,27.296,0.098,0.001,0.001,0.995,138.355,79.319,,"{""oneMedium"":232.64,""serving"":232.64,""ml"":1.0}",1.0,115343263,48
8rgckcjb,Chicken Empanadas,genericMeals,243.054,13.317,5.342,0.155,20.405,1.159,2.201,10.219,45.298,232.118,71.121,1.182,7.094,0.887,166.319,5.078,1.753,18.093,0.782,125.808,61.751,0.124,0.142,3.21,0.198,37.382,15.684,12.839,0.195,0.252,0.593,5.838,54.461,,"{""oneMedium"":141.51,""serving"":141.51,""ml"":1.0}",1.0,102759936,126
8rjohl2a,Bean Curry,genericMeals,104.618,4.519,0.819,0.015,13.973,4.482,2.997,3.761,1.318,206.374,53.977,1.647,24.645,0.336,335.753,2.397,1.094,39.038,0.861,69.777,27.192,0.128,0.066,0.693,0.168,39.823,39.823,0.0,0.006,0.008,1.009,9.441,76.205,,"{""oneMedium"":209.81,""serving"":209.81,""ml"":1.0}",1.0,111148781,10
8rk2iinb,Flora Buttery Spread,packagedFoods,698.375,79.0,,,0.25,,0.25,0.25,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,"{""serving"":100.0}",null,115343359,0
8rsusrpa,Prawns Fry,genericMeals,145.622,8.982,2.893,0.028,6.756,1.001,0.944,9.812,82.737,412.513,53.894,0.922,10.826,,150.345,3.571,2.021,22.434,0.803,176.675,51.027,0.053,0.044,1.511,0.185,22.105,18.634,2.045,0.721,0.075,2.419,5.007,73.122,,"{""oneMedium"":204.22,""serving"":204.22,""ml"":1.0}",1.0,106936217,48
8rvuit8b,Savory Meatloaf,genericMeals,183.783,10.974,4.043,0.49,8.422,0.667,3.521,12.212,58.069,243.289,32.019,1.601,1.763,0.436,284.206,4.645,0.68,18.518,2.417,128.855,18.5,0.099,0.146,3.401,0.26,15.908,10.73,3.051,1.132,0.185,0.351,3.541,66.986,,"{""oneMedium"":152.94,""serving"":152.94,""ml"":1.0}",1.0,111139329,520
8s61g6db,tofu mayonnaise,genericFoods,322.0,31.79,2.921,0.153,3.06,1.1,0.85,5.95,0.0,773.0,53.0,0.27,0.0,,66.0,5.246,16.59,52.0,0.4,49.0,2.0,0.05,0.04,0.09,0.02,8.0,8.0,0.0,0.0,0.0,2.4,53.4,56.33,,"{""serving"":30.0,""tbsp"":15.0,""cup"":240.0}",1.014,115277823,258
8s7xr2ub,Spicy Drumsticks,genericMeals,169.856,8.824,2.441,0.038,6.859,0.323,5.064,14.869,74.247,310.565,17.827,0.925,1.56,0.117,221.53,3.628,1.791,18.73,1.556,138.101,15.217,0.074,0.17,4.041,0.301,3.482,3.482,0.0,0.428,0.081,0.446,4.13,68.565,,"{""oneMedium"":471.23,""serving"":471.23,""ml"":1.0}",1.0,106954369,58
8s9b6z4b,Tuna Ball,genericMeals,205.774,15.338,5.393,0.037,6.878,0.988,2.115,11.164,57.855,241.082,56.765,1.452,4.518,,210.688,5.961,2.463,22.746,0.81,132.358,119.217,0.085,0.124,4.96,0.253,22.974,13.064,5.815,1.094,0.624,0.895,12.997,64.723,,"{""oneMedium"":76.24,""serving"":76.24,""ml"":1.0}",1.0,50330217,13
8sa8845b,Pistachio Fudge,genericMeals,469.72,27.522,14.854,0.209,52.108,3.808,44.162,5.668,35.677,123.875,78.656,3.29,0.559,41.143,273.079,8.334,1.843,69.996,1.723,169.792,102.958,0.087,0.116,0.472,0.119,9.715,9.715,0.0,0.115,0.2,1.176,3.186,13.166,,"{""oneMedium"":68.39,""serving"":68.39}",null,44039788,6
8so8qe3a,Cello Mascarpone,packagedFoods,423.288,42.329,24.692,0.0,3.527,0.0,3.527,7.055,141.096,17.637,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,"{""serving"":28.35,""package"":453.59}",null,113245933,0
8sshmq3a,Chicken Terrine,genericMeals,185.531,11.863,3.578,0.058,3.939,0.763,1.593,14.642,75.581,326.631,22.278,1.41,5.96,0.037,273.202,5.08,2.214,23.051,1.184,157.673,253.219,0.161,0.245,5.199,0.401,50.137,49.467,0.394,1.383,0.222,0.467,14.773,67.736,,"{""oneMedium"":147.17,""serving"":147.17,""ml"":1.0}",1.0,34524673,61
8su5styb,Pomegranates,packagedFoods,82.759,1.172,0.115,0.0,18.701,4.023,13.667,1.667,0.0,3.448,11.494,0.207,8.966,,235.632,0.092,0.08,9.195,0.345,22.989,,,0.057,0.23,0.092,,,,,,,9.195,,,"{""serving"":87.0}",null,922746878,66
8sxrotyb,Coconut Crisps,genericMeals,430.195,22.621,13.294,0.868,53.827,2.788,30.617,5.228,66.615,187.032,50.788,1.967,0.817,29.227,132.2,5.407,2.279,42.614,0.793,146.209,135.244,0.128,0.114,0.839,0.097,30.386,16.519,8.158,0.225,0.5,0.757,2.843,16.899,,"{""oneMedium"":92.19,""serving"":92.19}",null,111148556,12
8t4wb7hb,Coconut Jelly,genericMeals,169.948,9.463,8.01,0.0,20.038,1.092,17.838,2.698,2.511,39.514,32.499,0.637,4.628,5.031,134.033,0.723,0.206,15.357,0.359,46.107,8.954,0.027,0.053,0.204,0.031,9.783,9.783,0.0,0.051,0.131,0.083,0.361,59.091,,"{""oneMedium"":209.86,""serving"":209.86,""ml"":1.0}",1.0,104853216,72
8t5ugu9b,hard apple cider,genericFoods,43.0,0.0,0.0,,3.55,0.0,0.0,0.46,0.0,4.0,4.0,0.02,0.0,,27.0,0.0,0.0,6.0,0.01,14.0,0.0,0.005,0.025,0.513,0.046,6.0,6.0,0.0,0.02,0.0,0.0,0.0,91.96,,"{""oneMedium"":356.0,""serving"":330.0,""can"":356.0,""bottle"":753.21,""floz"":29.7}",1.045,267386783,0
8t9q9ona,Caprese Tarts,genericMeals,226.94,17.658,9.53,0.453,5.215,0.632,1.431,12.115,50.855,334.571,314.445,0.376,5.993,,147.974,5.203,0.936,18.781,1.645,230.801,144.097,0.044,0.21,0.443,0.063,22.077,18.632,2.017,0.477,0.293,0.687,9.301,62.965,,"{""slice"":274.36,""ml"":1.0}",1.0,111148557,4
8tav6nvb,Habanero,fastFoods,16.907,0.0,0.0,0.0,3.381,0.0,3.381,0.0,0.0,946.793,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":59.15,""floz"":29.57}",1.041,16777217,0
8tgzkm3a,Appetizer Mussels,genericMeals,199.95,15.211,7.609,0.297,3.536,0.282,0.614,10.924,50.621,345.772,64.507,2.428,9.951,,255.827,5.04,1.193,25.359,1.493,156.994,106.7,0.169,0.181,1.589,0.122,28.311,28.335,0.0,6.281,0.347,0.668,6.87,65.905,,"{""oneMedium"":504.16,""serving"":504.16,""ml"":1.0}",1.0,101184233,578
8trstila,Ketchup Chicken,genericMeals,190.916,12.093,2.782,0.075,6.569,0.472,2.94,13.717,46.793,237.248,17.304,0.853,2.449,,206.519,6.173,2.3,19.855,0.785,120.223,27.946,0.054,0.097,5.777,0.344,7.648,7.648,0.0,0.227,0.198,1.095,4.624,66.606,,"{""oneMedium"":186.76,""serving"":186.76,""ml"":1.0}",1.0,106954641,48
8tugtzkb,coarse salt,genericFoods,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,38758.0,24.0,0.33,0.0,,8.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,"{""serving"":0.5,""cup"":233.0}",0.985,1073741823,0
8u038b7a,Baking,genericMeals,284.095,13.033,7.016,0.29,38.924,1.951,23.121,4.552,39.916,159.075,59.272,1.373,5.834,18.799,154.488,3.79,1.245,23.158,0.565,100.825,84.587,0.13,0.147,1.357,0.115,49.502,15.463,20.035,0.207,0.332,0.78,4.094,42.268,,"{""oneMedium"":113.76,""serving"":113.76,""ml"":1.0}",1.0,44039692,127
8u0auzfa,Spinach Tortillas,genericMeals,233.945,10.718,1.77,0.023,29.612,2.79,1.01,5.768,16.609,222.762,89.556,1.976,8.577,,226.074,5.546,2.901,45.949,0.763,158.944,114.921,0.208,0.169,1.716,0.128,85.14,56.475,16.852,0.075,0.205,1.902,104.252,51.849,,"{""slice"":94.57,""ml"":1.0}",1.0,115342988,120
8u1gtxka,Blackberry Coulis,genericMeals,148.668,0.334,0.013,0.0,36.192,3.496,32.712,0.922,0.0,1.283,19.552,0.426,14.173,28.38,109.325,0.032,0.188,13.357,0.354,14.748,7.251,0.014,0.023,0.431,0.02,16.65,16.65,0.0,0.0,0.0,0.773,13.052,61.643,,"{""cup"":240.0,""ml"":1.0}",1.007,128974846,0
8u2eibla,Diced Cucumbers,fastFoods,17.637,0.0,0.0,0.0,3.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":28.35}",null,150994945,0
8u5mm1ab,molasses,genericFoods,290.0,0.1,0.018,,74.73,0.0,74.72,0.0,0.0,37.0,205.0,4.72,0.0,74.72,1464.0,0.032,0.05,242.0,0.29,31.0,0.0,0.041,0.002,0.93,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.87,,"{""oneMedium"":20.0,""serving"":20.0,""tbsp"":21.06,""cup"":337.0}",1.424,398458878,0
8uv2npla,Spice-rubbed Salmon,genericMeals,213.455,14.041,3.662,0.146,4.67,0.743,1.086,16.653,46.742,123.156,20.836,0.911,9.78,0.533,337.303,4.985,3.289,24.741,0.717,195.322,33.612,0.173,0.144,6.684,0.539,34.054,24.256,5.765,2.371,0.03,3.069,9.97,63.306,,"{""oneMedium"":182.76,""serving"":182.76,""ml"":1.0}",1.0,111148025,578
8vgn8c3b,multi-grain bread,genericFoods,265.0,4.23,0.872,0.0,43.34,7.4,6.39,13.36,0.0,381.0,103.0,2.5,0.1,,230.0,0.76,1.872,78.0,1.7,228.0,0.0,0.279,0.131,4.042,0.263,75.0,75.0,0.0,0.0,0.0,0.37,1.4,36.94,,"{""oneMedium"":492.0,""serving"":60.0,""slice"":29.4,""piece"":20.0,""cup"":35.0}",0.148,111148958,0
8vnzkykb,Melon Drink,packagedFoods,51.566,0.0,0.0,0.0,12.68,0.93,0.841,0.0,0.0,2.959,0.0,,2.536,,,,,,,,,,,,0.0,,,,0.0,,,,,,"{""serving"":236.59,""cup"":236.59,""ml"":0.99}",0.995,130023423,2
8vrifl6b,Pretzel Pumpkins,genericMeals,425.205,17.696,9.804,0.108,63.904,2.958,41.962,5.435,16.252,364.565,67.074,1.831,0.693,41.448,231.557,5.146,1.266,44.341,1.18,120.477,63.775,0.132,0.171,1.086,0.043,34.834,34.834,0.0,0.246,0.054,0.599,4.791,10.811,,"{""oneMedium"":129.51,""serving"":129.51}",null,111148172,266
8vz81eta,De Spearmint .25 Oz,packagedFoods,62.5,0.937,0.312,0.0,15.0,9.375,,3.75,0.0,31.25,250.0,5.0,31.25,,562.5,0.0,0.625,93.75,1.25,62.5,,0.0,0.281,1.719,0.125,,,,0.0,0.0,,,,,"{""serving"":3.2,""tbsp"":1.6}",0.108,1073741823,0
8w07sx7a,Grass-fed Steak,fastFoods,211.644,10.582,3.527,0.0,0.0,0.0,0.0,25.868,41.153,235.16,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":85.05}",null,134217729,0
8w0crxaa,bottled sour mix,genericFoods,87.0,0.1,0.008,,21.4,0.0,21.4,0.1,0.0,102.0,2.0,0.11,2.7,21.4,28.0,0.002,0.02,1.0,0.07,6.0,0.0,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,,"{""floz"":32.3}",1.137,130023422,48
8w3qqrtb,Rocket Double,fastFoods,296.451,20.251,7.724,0.0,11.691,0.626,2.505,14.823,55.324,315.24,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":479.0}",null,1,0
8w5i4tnb,Georgia Peach,genericMeals,101.339,0.567,0.213,0.002,12.991,0.798,10.288,1.739,3.224,30.226,15.81,0.261,14.943,1.751,127.995,0.154,0.108,9.732,0.22,28.349,7.669,0.08,0.04,0.7,0.062,9.628,9.628,0.0,0.03,0.016,0.301,0.986,78.545,,"{""cup"":240.0,""ml"":1.0}",1.007,61865887,49
8wemln3b,malvani masala,genericFoods,155.84,8.868,2.828,0.0,14.858,6.553,3.412,7.172,10.969,604.06,0.0,0.0,0.0,,244.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"{""tbsp"":6.3}",0.426,654311423,64
8wi4o16b,dried chervil,genericFoods,237.0,3.9,0.169,,49.1,11.3,,23.2,0.0,83.0,1346.0,31.95,50.0,,4740.0,1.399,1.8,130.0,8.8,450.0,293.0,0.38,0.68,5.4,0.93,274.0,274.0,0.0,0.0,0.0,,,7.2,,"{""oneMedium"":0.6,""bunch"":30.0,""leaf"":0.6,""serving"":0.6,""tsp"":0.6,""tbsp"":1.9,""handful"":3.8}",0.125,1056964606,0
8wr2v0ca,Pepper Slaw,genericMeals,110.999,5.512,0.711,0.01,14.863,1.526,12.673,0.85,1.94,160.642,23.094,0.439,52.285,10.1,146.682,1.979,2.686,10.879,0.186,23.288,53.127,0.043,0.039,0.414,0.149,21.327,21.327,0.0,0.0,0.0,0.791,16.177,76.279,,"{""ml"":1.0}",1.0,111050365,76
8wrn0koa,Massaman Curry,genericMeals,138.114,8.956,5.161,0.061,8.7,1.478,1.877,7.004,17.571,153.484,28.398,1.448,15.398,0.468,303.903,2.443,0.788,29.339,1.198,101.666,14.802,0.075,0.079,2.392,0.261,23.756,21.258,1.47,0.371,0.042,0.506,11.026,74.12,,"{""oneMedium"":389.8,""serving"":389.8,""ml"":1.0}",1.0,77044721,706
8x2vjuvb,buckwheat groat,genericFoods,346.0,2.71,0.591,,74.95,10.3,,11.73,0.0,11.0,17.0,2.47,0.0,,320.0,0.828,0.828,221.0,2.42,319.0,0.0,0.224,0.271,5.135,0.353,42.0,42.0,0.0,0.0,0.0,,,8.41,,"{""serving"":60.0,""cup"":164.0}",0.693,251658238,0
8xdrtgla,Shrimp Noodles,genericMeals,152.345,3.596,1.108,0.018,22.378,1.559,1.941,7.202,40.723,334.259,36.865,1.12,9.75,0.461,184.35,1.319,0.803,27.377,0.803,137.648,47.81,0.165,0.104,1.864,0.134,70.701,33.959,21.657,0.318,0.067,0.774,18.12,65.088,,"{""oneMedium"":206.26,""serving"":206.26,""ml"":1.0}",1.0,102084888,820
8xgu8zjb,Corn Chaat,genericMeals,77.42,1.68,0.298,0.009,14.594,2.085,4.919,2.508,0.37,221.915,16.189,0.593,12.755,0.417,240.265,0.673,0.496,24.178,0.4,61.44,32.244,0.091,0.046,1.155,0.108,27.799,34.611,0.0,0.0,0.003,0.382,6.771,80.009,,"{""oneMedium"":196.63,""serving"":196.63,""ml"":1.0}",1.0,102760433,2
8xh7oojb,Preserved Lemons,genericMeals,38.192,0.858,0.123,0.0,9.619,2.295,3.693,1.037,0.038,226.723,24.998,0.646,47.429,1.477,135.025,0.425,0.155,9.718,0.107,17.918,6.889,0.039,0.025,0.184,0.091,12.671,12.671,0.0,0.001,0.001,0.28,3.035,87.566,,"{""oneMedium"":272.95,""serving"":272.95,""ml"":1.0}",1.0,402653183,0
8xodd79a,Tassos Black Greek Olives In Red Wine Vinegar And Tassos Extra Virgin Olive Oil,packagedFoods,157.143,14.286,0.0,0.0,0.0,0.0,,0.0,0.0,821.429,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,"{""serving"":14.0,""package"":210.0}",null,1054867455,2
8xp2ztoa,Coke Cake,genericMeals,366.889,17.391,8.526,0.589,52.158,1.372,40.157,3.182,46.202,96.379,23.588,0.972,0.082,37.637,86.166,6.001,1.74,23.045,0.496,68.378,108.36,0.094,0.1,0.844,0.033,32.444,8.811,13.891,0.072,0.298,0.612,2.252,26.432,,"{""oneMedium"":155.42,""serving"":155.42}",null,2096640,148
8xrjh73b,Arbi Masala,genericMeals,166.04,10.174,3.157,0.02,17.797,3.624,1.699,2.752,11.96,215.012,58.732,1.543,24.799,,417.853,4.681,1.767,30.456,0.368,77.896,59.821,0.077,0.054,0.617,0.221,19.869,19.869,0.0,0.04,0.082,2.463,7.695,67.729,,"{""oneMedium"":123.01,""serving"":123.01,""ml"":1.0}",1.0,115343358,0
8xys7usb,Khoba Roti,genericMeals,365.013,10.75,6.012,0.0,57.967,2.951,0.393,8.677,23.498,314.03,32.347,3.621,0.065,,117.441,2.933,0.993,29.61,0.789,110.499,78.423,0.568,0.346,4.562,0.069,230.859,26.334,120.204,0.001,0.165,0.526,1.497,21.308,,"{""oneMedium"":90.05,""serving"":90.05}",null,111148684,0
8y87qcqa,Argentine Empanadas,genericMeals,247.222,13.063,4.972,0.653,25.156,1.462,4.955,7.681,46.112,178.192,24.027,1.323,11.087,1.751,184.35,5.247,1.802,17.95,1.074,91.845,57.91,0.112,0.121,2.048,0.167,33.469,16.957,10.023,0.381,0.248,0.878,6.615,53.097,,"{""oneMedium"":220.14,""serving"":220.14,""ml"":1.0}",1.0,35638272,267
8yexjt4b,honey comb cereal,genericFoods,412.0,7.63,5.709,0.041,83.65,2.1,43.23,3.92,0.0,679.0,11.0,19.52,36.4,,167.0,0.704,0.722,43.0,5.99,133.0,436.0,1.049,0.572,4.334,0.321,945.0,19.0,544.0,0.0,0.0,5.39,0.7,2.75,,"{""serving"":36.0,""cup"":36.0}",0.152,111148958,2
8yi1t9pa,beef pancreas,genericFoods,235.0,18.6,6.41,,0.0,0.0,,15.7,205.0,67.0,9.0,2.22,13.7,,276.0,6.44,3.47,18.0,2.58,327.0,0.0,0.14,0.445,4.45,0.2,3.0,3.0,0.0,14.0,,,,65.2,,{},null,1056956401,0
8yiwrgua,Cheesecake Flan,genericMeals,256.175,11.012,6.12,0.004,34.51,0.006,34.254,5.744,82.62,147.045,141.356,0.377,1.012,20.387,185.732,3.094,0.634,13.811,0.621,140.813,118.201,0.039,0.239,0.123,0.05,12.301,12.301,0.0,0.294,0.876,0.259,0.811,47.464,,"{""oneMedium"":173.08,""serving"":173.08,""ml"":1.0}",1.0,113245804,0
8z6gdi2a,Striped Delight,genericMeals,274.072,16.908,8.861,0.252,28.731,0.983,20.646,3.687,36.187,213.459,75.85,1.8,0.02,12.397,151.408,5.316,1.42,22.809,0.512,99.539,115.209,0.071,0.14,0.635,0.036,23.807,6.106,10.384,0.244,0.684,0.626,5.622,49.574,,"{""oneMedium"":102.77,""serving"":102.77,""ml"":1.0}",1.0,102759936,4
8zbeyhea,Marzipan Cookies,genericMeals,140.119,6.178,1.115,0.039,20.549,2.223,14.822,2.657,9.018,13.765,41.908,0.693,37.226,4.724,156.455,3.457,1.25,35.163,0.418,60.288,13.109,0.093,0.137,0.805,0.101,25.741,22.627,1.829,0.019,0.058,2.518,0.65,70.022,,"{""oneMedium"":166.18,""serving"":166.18,""ml"":1.0}",1.0,42991116,122
8zsbbaeb,Pita Crisps,genericMeals,327.487,15.076,4.473,0.649,39.085,4.064,1.549,10.729,16.038,479.228,150.912,2.363,0.88,0.041,140.601,7.092,2.488,43.572,1.33,182.465,40.51,0.275,0.156,2.573,0.147,49.797,34.194,9.174,0.129,0.098,1.46,18.977,33.006,,"{""oneMedium"":42.14,""serving"":42.14}",null,115342988,56
8zu4ho5a,Cantaloupe Cooler,genericMeals,36.827,0.151,0.053,0.0,8.717,0.561,7.869,0.485,0.171,12.879,10.826,0.177,18.918,3.08,136.455,0.017,0.046,7.295,0.136,10.239,67.475,0.025,0.029,0.336,0.041,10.909,10.909,0.0,0.005,0.001,0.049,1.741,90.038,,"{""cup"":240.0,""ml"":1.0}",1.007,128974847,66
8zvjrc6b,Southern Caviar,genericMeals,101.556,4.255,0.655,0.001,13.583,3.282,2.271,3.466,4.109,149.787,27.327,0.94,14.284,,257.521,1.871,1.211,27.029,0.544,61.667,14.317,0.112,0.06,0.707,0.101,57.913,57.913,0.0,0.0,0.0,0.705,13.274,77.252,,"{""oneMedium"":187.43,""serving"":187.43,""ml"":1.0}",1.0,115343359,0
